sock_id,pattern,dominant_color,fabric,foot,size_band,temperature_c,spin_cycle_rpm,static_cling_score,pair_probability,split
sock-01713,tiny-stars,green,polyblend,left,medium,44.7,1299,0.77,0.560,train
sock-01714,ribbed,burgundy,bamboo,right,large,46.6,1322,0.06,0.560,train
sock-01715,heather,charcoal,wool,ambiguous,xl,48.5,1345,0.35,0.740,train
sock-01716,chevron,teal,cotton,left,small,50.4,1368,0.64,0.750,train
sock-01717,argyle,white,modal,right,medium,52.3,1391,0.93,0.570,train
sock-01718,plain,coral,linen,ambiguous,large,54.2,1414,0.22,0.700,train
sock-01719,dots,lavender,polyblend,left,xl,56.1,1437,0.51,0.570,train
sock-01720,stripes,navy,bamboo,right,small,58.0,1460,0.80,0.660,train
sock-01721,tiny-stars,yellow,wool,ambiguous,medium,59.9,1483,0.09,0.750,train
sock-01722,ribbed,black,cotton,left,large,61.8,606,0.38,0.850,train
sock-01723,heather,green,modal,right,xl,63.7,629,0.67,0.700,train
sock-01724,chevron,burgundy,linen,ambiguous,small,65.6,652,0.96,0.640,train
sock-01725,argyle,charcoal,polyblend,left,medium,67.5,675,0.25,0.530,train
sock-01726,plain,teal,bamboo,right,large,69.4,698,0.54,0.650,train
sock-01727,dots,white,wool,ambiguous,xl,71.3,721,0.83,0.690,train
sock-01728,stripes,coral,cotton,left,small,24.2,744,0.12,0.770,train
sock-01729,tiny-stars,lavender,modal,right,medium,26.1,767,0.41,0.710,train
sock-01730,ribbed,navy,linen,ambiguous,large,28.0,790,0.70,0.740,train
sock-01731,heather,yellow,polyblend,left,xl,29.9,813,0.99,0.590,train
sock-01732,chevron,black,bamboo,right,small,31.8,836,0.28,0.680,train
sock-01733,argyle,green,wool,ambiguous,medium,33.7,859,0.57,0.720,train
sock-01734,plain,burgundy,cotton,left,large,35.6,882,0.86,0.850,train
sock-01735,dots,charcoal,modal,right,xl,37.5,905,0.15,0.720,train
sock-01736,stripes,teal,linen,ambiguous,small,39.4,928,0.44,0.660,train
sock-01737,tiny-stars,white,polyblend,left,medium,41.3,951,0.73,0.530,train
sock-01738,ribbed,coral,bamboo,right,large,43.2,974,0.02,0.600,train
sock-01739,heather,lavender,wool,ambiguous,xl,45.1,997,0.31,0.410,train
sock-01740,chevron,navy,cotton,left,small,47.0,1020,0.60,0.880,train
sock-01741,argyle,yellow,modal,right,medium,48.9,1043,0.89,0.680,train
sock-01742,plain,black,linen,ambiguous,large,50.8,1066,0.18,0.830,train
sock-01743,dots,green,polyblend,left,xl,52.7,1089,0.47,0.610,train
sock-01744,stripes,burgundy,bamboo,right,small,54.6,1112,0.76,0.610,train
sock-01745,tiny-stars,charcoal,wool,ambiguous,medium,56.5,1135,0.05,0.420,train
sock-01746,ribbed,teal,cotton,left,large,58.4,1158,0.34,0.800,train
sock-01747,heather,white,modal,right,xl,60.3,1181,0.63,0.670,train
sock-01748,chevron,coral,linen,ambiguous,small,62.2,1204,0.92,0.680,train
sock-01749,argyle,lavender,polyblend,left,medium,64.1,1227,0.21,0.570,train
sock-01750,plain,navy,bamboo,right,large,66.0,1250,0.50,0.780,train
sock-01751,dots,yellow,wool,ambiguous,xl,67.9,1273,0.79,0.430,train
sock-01752,stripes,black,cotton,left,small,69.8,1296,0.08,0.900,train
sock-01753,tiny-stars,green,modal,right,medium,71.7,1319,0.37,0.750,train
sock-01754,ribbed,burgundy,linen,ambiguous,large,24.6,1342,0.66,0.690,train
sock-01755,heather,charcoal,polyblend,left,xl,26.5,1365,0.95,0.630,train
sock-01756,chevron,teal,bamboo,right,small,28.4,1388,0.24,0.630,train
sock-01757,argyle,white,wool,ambiguous,medium,30.3,1411,0.53,0.320,train
sock-01758,plain,coral,cotton,left,large,32.2,1434,0.82,0.890,train
sock-01759,dots,lavender,modal,right,xl,34.1,1457,0.11,0.760,train
sock-01760,stripes,navy,linen,ambiguous,small,36.0,1480,0.40,0.790,train
sock-01761,tiny-stars,yellow,polyblend,left,medium,37.9,603,0.69,0.640,train
sock-01762,ribbed,black,bamboo,right,large,39.8,626,0.98,0.730,train
sock-01763,heather,green,wool,ambiguous,xl,41.7,649,0.27,0.450,train
sock-01764,chevron,burgundy,cotton,left,small,43.6,672,0.56,0.830,train
sock-01765,argyle,charcoal,modal,right,medium,45.5,695,0.85,0.720,train
sock-01766,plain,teal,linen,ambiguous,large,47.4,718,0.14,0.780,train
sock-01767,dots,white,polyblend,left,xl,49.3,741,0.43,0.580,train
sock-01768,stripes,coral,bamboo,right,small,51.2,764,0.72,0.650,train
sock-01769,tiny-stars,lavender,wool,ambiguous,medium,53.1,787,0.01,0.460,train
sock-01770,ribbed,navy,cotton,left,large,55.0,810,0.30,0.930,train
sock-01771,heather,yellow,modal,right,xl,56.9,833,0.59,0.780,train
sock-01772,chevron,black,linen,ambiguous,small,58.8,856,0.88,0.810,train
sock-01773,argyle,green,polyblend,left,medium,60.7,879,0.17,0.610,train
sock-01774,plain,burgundy,bamboo,right,large,62.6,902,0.46,0.730,train
sock-01775,dots,charcoal,wool,ambiguous,xl,64.5,925,0.75,0.470,train
sock-01776,stripes,teal,cotton,left,small,66.4,948,0.04,0.480,train
sock-01777,tiny-stars,white,modal,right,medium,68.3,971,0.33,0.720,train
sock-01778,ribbed,coral,linen,ambiguous,large,70.2,994,0.62,0.730,train
sock-01779,heather,lavender,polyblend,left,xl,72.1,1017,0.91,0.670,train
sock-01780,chevron,navy,bamboo,right,small,25.0,1040,0.20,0.760,train
sock-01781,argyle,yellow,wool,ambiguous,medium,26.9,1063,0.49,0.430,train
sock-01782,plain,black,cotton,left,large,28.8,1086,0.78,0.650,train
sock-01783,dots,green,modal,right,xl,30.7,1109,0.07,0.800,train
sock-01784,stripes,burgundy,linen,ambiguous,small,32.6,1132,0.36,0.740,train
sock-01785,tiny-stars,charcoal,polyblend,left,medium,34.5,1155,0.65,0.680,train
sock-01786,ribbed,teal,bamboo,right,large,36.4,1178,0.94,0.680,train
sock-01787,heather,white,wool,ambiguous,xl,38.3,1201,0.23,0.420,train
sock-01788,chevron,coral,cotton,left,small,40.2,1224,0.52,0.500,train
sock-01789,argyle,lavender,modal,right,medium,42.1,1247,0.81,0.760,train
sock-01790,plain,navy,linen,ambiguous,large,44.0,1270,0.10,0.910,train
sock-01791,dots,yellow,polyblend,left,xl,45.9,1293,0.39,0.690,train
sock-01792,stripes,black,bamboo,right,small,47.8,1316,0.68,0.780,train
sock-01793,tiny-stars,green,wool,ambiguous,medium,49.7,1339,0.97,0.500,train
sock-01794,ribbed,burgundy,cotton,left,large,51.6,1362,0.26,0.510,train
sock-01795,heather,charcoal,modal,right,xl,53.5,1385,0.55,0.820,train
sock-01796,chevron,teal,linen,ambiguous,small,55.4,1408,0.84,0.760,train
sock-01797,argyle,white,polyblend,left,medium,57.3,1431,0.13,0.580,train
sock-01798,plain,coral,bamboo,right,large,59.2,1454,0.42,0.770,train
sock-01799,dots,lavender,wool,ambiguous,xl,61.1,1477,0.71,0.510,train
sock-01800,stripes,navy,cotton,left,small,63.0,600,0.00,0.610,train
sock-01801,tiny-stars,yellow,modal,right,medium,64.9,623,0.29,0.830,train
sock-01802,ribbed,black,linen,ambiguous,large,66.8,646,0.58,0.860,train
sock-01803,heather,green,polyblend,left,xl,68.7,669,0.87,0.710,train
sock-01804,chevron,burgundy,bamboo,right,small,70.6,692,0.16,0.710,train
sock-01805,argyle,charcoal,wool,ambiguous,medium,72.5,715,0.45,0.470,train
sock-01806,plain,teal,cotton,left,large,25.4,738,0.74,0.600,train
sock-01807,dots,white,modal,right,xl,27.3,761,0.03,0.770,train
sock-01808,stripes,coral,linen,ambiguous,small,29.2,784,0.32,0.780,train
sock-01809,tiny-stars,lavender,polyblend,left,medium,31.1,807,0.61,0.720,train
sock-01810,ribbed,navy,bamboo,right,large,33.0,830,0.90,0.810,train
sock-01811,heather,yellow,wool,ambiguous,xl,34.9,853,0.19,0.530,train
sock-01812,chevron,black,cotton,left,small,36.8,876,0.48,0.630,train
sock-01813,argyle,green,modal,right,medium,38.7,899,0.77,0.430,train
sock-01814,plain,burgundy,linen,ambiguous,large,40.6,922,0.06,0.860,train
sock-01815,dots,charcoal,polyblend,left,xl,42.5,945,0.35,0.730,train
sock-01816,stripes,teal,bamboo,right,small,44.4,968,0.64,0.730,train
sock-01817,tiny-stars,white,wool,ambiguous,medium,46.3,991,0.93,0.470,train
sock-01818,ribbed,coral,cotton,left,large,48.2,1014,0.22,0.550,train
sock-01819,heather,lavender,modal,right,xl,50.1,1037,0.51,0.490,train
sock-01820,chevron,navy,linen,ambiguous,small,52.0,1060,0.80,0.890,train
sock-01821,argyle,yellow,polyblend,left,medium,53.9,1083,0.09,0.690,train
sock-01822,plain,black,bamboo,right,large,55.8,1106,0.38,0.900,train
sock-01823,dots,green,wool,ambiguous,xl,57.7,1129,0.67,0.550,train
sock-01824,stripes,burgundy,cotton,left,small,59.6,1152,0.96,0.560,train
sock-01825,tiny-stars,charcoal,modal,right,medium,61.5,1175,0.25,0.500,train
sock-01826,ribbed,teal,linen,ambiguous,large,63.4,1198,0.54,0.810,train
sock-01827,heather,white,polyblend,left,xl,65.3,1221,0.83,0.680,train
sock-01828,chevron,coral,bamboo,right,small,67.2,1244,0.12,0.750,train
sock-01829,argyle,lavender,wool,ambiguous,medium,69.1,1267,0.41,0.510,train
sock-01830,plain,navy,cotton,left,large,71.0,1290,0.70,0.730,train
sock-01831,dots,yellow,modal,right,xl,72.9,1313,0.99,0.510,train
sock-01832,stripes,black,linen,ambiguous,small,25.8,1336,0.28,0.910,train
sock-01833,tiny-stars,green,polyblend,left,medium,27.7,1359,0.57,0.760,train
sock-01834,ribbed,burgundy,bamboo,right,large,29.6,1382,0.86,0.760,train
sock-01835,heather,charcoal,wool,ambiguous,xl,31.5,1405,0.15,0.570,train
sock-01836,chevron,teal,cotton,left,small,33.4,1428,0.44,0.580,train
sock-01837,argyle,white,modal,right,medium,35.3,1451,0.73,0.400,train
sock-01838,plain,coral,linen,ambiguous,large,37.2,1474,0.02,0.900,train
sock-01839,dots,lavender,polyblend,left,xl,39.1,1497,0.31,0.770,train
sock-01840,stripes,navy,bamboo,right,small,41.0,620,0.60,0.860,train
sock-01841,tiny-stars,yellow,wool,ambiguous,medium,42.9,643,0.89,0.580,train
sock-01842,ribbed,black,cotton,left,large,44.8,666,0.18,0.680,train
sock-01843,heather,green,modal,right,xl,46.7,689,0.47,0.530,train
sock-01844,chevron,burgundy,linen,ambiguous,small,48.6,712,0.76,0.840,train
sock-01845,argyle,charcoal,polyblend,left,medium,50.5,735,0.05,0.730,train
sock-01846,plain,teal,bamboo,right,large,52.4,758,0.34,0.850,train
sock-01847,dots,white,wool,ambiguous,xl,54.3,781,0.63,0.520,train
sock-01848,stripes,coral,cotton,left,small,56.2,804,0.92,0.600,train
sock-01849,tiny-stars,lavender,modal,right,medium,58.1,827,0.21,0.540,train
sock-01850,ribbed,navy,linen,ambiguous,large,60.0,850,0.50,0.570,train
sock-01851,heather,yellow,polyblend,left,xl,61.9,873,0.79,0.790,train
sock-01852,chevron,black,bamboo,right,small,63.8,896,0.08,0.880,train
sock-01853,argyle,green,wool,ambiguous,medium,65.7,919,0.37,0.550,train
sock-01854,plain,burgundy,cotton,left,large,67.6,942,0.66,0.680,train
sock-01855,dots,charcoal,modal,right,xl,69.5,965,0.95,0.550,train
sock-01856,stripes,teal,linen,ambiguous,small,71.4,988,0.24,0.490,train
sock-01857,tiny-stars,white,polyblend,left,medium,24.3,1011,0.53,0.730,train
sock-01858,ribbed,coral,bamboo,right,large,26.2,1034,0.82,0.800,train
sock-01859,heather,lavender,wool,ambiguous,xl,28.1,1057,0.11,0.610,train
sock-01860,chevron,navy,cotton,left,small,30.0,1080,0.40,0.710,train
sock-01861,argyle,yellow,modal,right,medium,31.9,1103,0.69,0.510,train
sock-01862,plain,black,linen,ambiguous,large,33.8,1126,0.98,0.660,train
sock-01863,dots,green,polyblend,left,xl,35.7,1149,0.27,0.810,train
sock-01864,stripes,burgundy,bamboo,right,small,37.6,1172,0.56,0.810,train
sock-01865,tiny-stars,charcoal,wool,ambiguous,medium,39.5,1195,0.85,0.620,train
sock-01866,ribbed,teal,cotton,left,large,41.4,1218,0.14,0.630,train
sock-01867,heather,white,modal,right,xl,43.3,1241,0.43,0.500,train
sock-01868,chevron,coral,linen,ambiguous,small,45.2,1264,0.72,0.510,train
sock-01869,argyle,lavender,polyblend,left,medium,47.1,1287,0.01,0.770,train
sock-01870,plain,navy,bamboo,right,large,49.0,1310,0.30,0.980,train
sock-01871,dots,yellow,wool,ambiguous,xl,50.9,1333,0.59,0.630,train
sock-01872,stripes,black,cotton,left,small,52.8,1356,0.88,0.730,train
sock-01873,tiny-stars,green,modal,right,medium,54.7,1379,0.17,0.580,train
sock-01874,ribbed,burgundy,linen,ambiguous,large,56.6,1402,0.46,0.520,train
sock-01875,heather,charcoal,polyblend,left,xl,58.5,1425,0.75,0.830,train
sock-01876,chevron,teal,bamboo,right,small,60.4,1448,0.04,0.830,train
sock-01877,argyle,white,wool,ambiguous,medium,62.3,1471,0.33,0.520,train
sock-01878,plain,coral,cotton,left,large,64.2,1494,0.62,0.720,train
sock-01879,dots,lavender,modal,right,xl,66.1,617,0.91,0.590,train
sock-01880,stripes,navy,linen,ambiguous,small,68.0,640,0.20,0.620,train
sock-01881,tiny-stars,yellow,polyblend,left,medium,69.9,663,0.49,0.840,train
sock-01882,ribbed,black,bamboo,right,large,71.8,686,0.78,0.930,train
sock-01883,heather,green,wool,ambiguous,xl,24.7,709,0.07,0.650,train
sock-01884,chevron,burgundy,cotton,left,small,26.6,732,0.36,0.660,train
sock-01885,argyle,charcoal,modal,right,medium,28.5,755,0.65,0.550,train
sock-01886,plain,teal,linen,ambiguous,large,30.4,778,0.94,0.610,train
sock-01887,dots,white,polyblend,left,xl,32.3,801,0.23,0.410,train
sock-01888,stripes,coral,bamboo,right,small,34.2,824,0.52,0.850,train
sock-01889,tiny-stars,lavender,wool,ambiguous,medium,36.1,847,0.81,0.660,train
sock-01890,ribbed,navy,cotton,left,large,38.0,870,0.10,0.760,train
sock-01891,heather,yellow,modal,right,xl,39.9,893,0.39,0.610,train
sock-01892,chevron,black,linen,ambiguous,small,41.8,916,0.68,0.640,train
sock-01893,argyle,green,polyblend,left,medium,43.7,939,0.97,0.440,train
sock-01894,plain,burgundy,bamboo,right,large,45.6,962,0.26,0.930,train
sock-01895,dots,charcoal,wool,ambiguous,xl,47.5,985,0.55,0.670,train
sock-01896,stripes,teal,cotton,left,small,49.4,1008,0.84,0.680,train
sock-01897,tiny-stars,white,modal,right,medium,51.3,1031,0.13,0.550,train
sock-01898,ribbed,coral,linen,ambiguous,large,53.2,1054,0.42,0.560,train
sock-01899,heather,lavender,polyblend,left,xl,55.1,1077,0.71,0.500,train
sock-01900,chevron,navy,bamboo,right,small,57.0,1100,0.00,0.960,train
sock-01901,argyle,yellow,wool,ambiguous,medium,58.9,1123,0.29,0.630,train
sock-01902,plain,black,cotton,left,large,60.8,1146,0.58,0.850,train
sock-01903,dots,green,modal,right,xl,62.7,1169,0.87,0.630,train
sock-01904,stripes,burgundy,linen,ambiguous,small,64.6,1192,0.16,0.570,train
sock-01905,tiny-stars,charcoal,polyblend,left,medium,66.5,1215,0.45,0.510,train
sock-01906,ribbed,teal,bamboo,right,large,68.4,1238,0.74,0.880,train
sock-01907,heather,white,wool,ambiguous,xl,70.3,1261,0.03,0.620,train
sock-01908,chevron,coral,cotton,left,small,72.2,1284,0.32,0.700,train
sock-01909,argyle,lavender,modal,right,medium,25.1,1307,0.61,0.590,train
sock-01910,plain,navy,linen,ambiguous,large,27.0,1330,0.90,0.740,train
sock-01911,dots,yellow,polyblend,left,xl,28.9,1353,0.19,0.520,train
sock-01912,stripes,black,bamboo,right,small,30.8,1376,0.48,0.980,train
sock-01913,tiny-stars,green,wool,ambiguous,medium,32.7,1399,0.77,0.700,train
sock-01914,ribbed,burgundy,cotton,left,large,34.6,1422,0.06,0.710,train
sock-01915,heather,charcoal,modal,right,xl,36.5,1445,0.35,0.650,train
sock-01916,chevron,teal,linen,ambiguous,small,38.4,1468,0.64,0.590,train
sock-01917,argyle,white,polyblend,left,medium,40.3,1491,0.93,0.410,train
sock-01918,plain,coral,bamboo,right,large,42.2,614,0.22,0.970,train
sock-01919,dots,lavender,wool,ambiguous,xl,44.1,637,0.51,0.710,train
sock-01920,stripes,navy,cotton,left,small,46.0,660,0.80,0.810,train
sock-01921,tiny-stars,yellow,modal,right,medium,47.9,683,0.09,0.660,train
sock-01922,ribbed,black,linen,ambiguous,large,49.8,706,0.38,0.690,train
sock-01923,heather,green,polyblend,left,xl,51.7,729,0.67,0.540,train
sock-01924,chevron,burgundy,bamboo,right,small,53.6,752,0.96,0.540,train
sock-01925,argyle,charcoal,wool,ambiguous,medium,55.5,775,0.25,0.670,train
sock-01926,plain,teal,cotton,left,large,57.4,798,0.54,0.800,train
sock-01927,dots,white,modal,right,xl,59.3,821,0.83,0.600,train
sock-01928,stripes,coral,linen,ambiguous,small,61.2,844,0.12,0.610,train
sock-01929,tiny-stars,lavender,polyblend,left,medium,63.1,867,0.41,0.550,train
sock-01930,ribbed,navy,bamboo,right,large,65.0,890,0.70,0.640,train
sock-01931,heather,yellow,wool,ambiguous,xl,66.9,913,0.99,0.730,train
sock-01932,chevron,black,cotton,left,small,68.8,936,0.28,0.830,train
sock-01933,argyle,green,modal,right,medium,70.7,959,0.57,0.630,train
sock-01934,plain,burgundy,linen,ambiguous,large,72.6,982,0.86,0.690,train
sock-01935,dots,charcoal,polyblend,left,xl,25.5,1005,0.15,0.560,train
sock-01936,stripes,teal,bamboo,right,small,27.4,1028,0.44,0.560,train
sock-01937,tiny-stars,white,wool,ambiguous,medium,29.3,1051,0.73,0.670,train
sock-01938,ribbed,coral,cotton,left,large,31.2,1074,0.02,0.750,train
sock-01939,heather,lavender,modal,right,xl,33.1,1097,0.31,0.690,train
sock-01940,chevron,navy,linen,ambiguous,small,35.0,1120,0.60,0.720,train
sock-01941,argyle,yellow,polyblend,left,medium,36.9,1143,0.89,0.520,train
sock-01942,plain,black,bamboo,right,large,38.8,1166,0.18,0.730,train
sock-01943,dots,green,wool,ambiguous,xl,40.7,1189,0.47,0.750,train
sock-01944,stripes,burgundy,cotton,left,small,42.6,1212,0.76,0.760,train
sock-01945,tiny-stars,charcoal,modal,right,medium,44.5,1235,0.05,0.700,train
sock-01946,ribbed,teal,linen,ambiguous,large,46.4,1258,0.34,0.640,train
sock-01947,heather,white,polyblend,left,xl,48.3,1281,0.63,0.510,train
sock-01948,chevron,coral,bamboo,right,small,50.2,1304,0.92,0.580,train
sock-01949,argyle,lavender,wool,ambiguous,medium,52.1,1327,0.21,0.710,train
sock-01950,plain,navy,cotton,left,large,54.0,1350,0.50,0.930,train
sock-01951,dots,yellow,modal,right,xl,55.9,1373,0.79,0.710,train
sock-01952,stripes,black,linen,ambiguous,small,57.8,1396,0.08,0.740,train
sock-01953,tiny-stars,green,polyblend,left,medium,59.7,1419,0.37,0.590,train
sock-01954,ribbed,burgundy,bamboo,right,large,61.6,1442,0.66,0.590,train
sock-01955,heather,charcoal,wool,ambiguous,xl,63.5,1465,0.95,0.770,train
sock-01956,chevron,teal,cotton,left,small,65.4,1488,0.24,0.780,train
sock-01957,argyle,white,modal,right,medium,67.3,611,0.53,0.600,train
sock-01958,plain,coral,linen,ambiguous,large,69.2,634,0.82,0.730,train
sock-01959,dots,lavender,polyblend,left,xl,71.1,657,0.11,0.600,train
sock-01960,stripes,navy,bamboo,right,small,24.0,680,0.40,0.690,train
sock-01961,tiny-stars,yellow,wool,ambiguous,medium,25.9,703,0.69,0.410,train
sock-01962,ribbed,black,cotton,left,large,27.8,726,0.98,0.880,train
sock-01963,heather,green,modal,right,xl,29.7,749,0.27,0.730,train
sock-01964,chevron,burgundy,linen,ambiguous,small,31.6,772,0.56,0.670,train
sock-01965,argyle,charcoal,polyblend,left,medium,33.5,795,0.85,0.560,train
sock-01966,plain,teal,bamboo,right,large,35.4,818,0.14,0.680,train
sock-01967,dots,white,wool,ambiguous,xl,37.3,841,0.43,0.350,train
sock-01968,stripes,coral,cotton,left,small,39.2,864,0.72,0.800,train
sock-01969,tiny-stars,lavender,modal,right,medium,41.1,887,0.01,0.740,train
sock-01970,ribbed,navy,linen,ambiguous,large,43.0,910,0.30,0.770,train
sock-01971,heather,yellow,polyblend,left,xl,44.9,933,0.59,0.620,train
sock-01972,chevron,black,bamboo,right,small,46.8,956,0.88,0.710,train
sock-01973,argyle,green,wool,ambiguous,medium,48.7,979,0.17,0.380,train
sock-01974,plain,burgundy,cotton,left,large,50.6,1002,0.46,0.880,train
sock-01975,dots,charcoal,modal,right,xl,52.5,1025,0.75,0.750,train
sock-01976,stripes,teal,linen,ambiguous,small,54.4,1048,0.04,0.690,train
sock-01977,tiny-stars,white,polyblend,left,medium,56.3,1071,0.33,0.560,train
sock-01978,ribbed,coral,bamboo,right,large,58.2,1094,0.62,0.630,train
sock-01979,heather,lavender,wool,ambiguous,xl,60.1,1117,0.91,0.440,train
sock-01980,chevron,navy,cotton,left,small,62.0,1140,0.20,0.910,train
sock-01981,argyle,yellow,modal,right,medium,63.9,1163,0.49,0.710,train
sock-01982,plain,black,linen,ambiguous,large,65.8,1186,0.78,0.860,train
sock-01983,dots,green,polyblend,left,xl,67.7,1209,0.07,0.640,train
sock-01984,stripes,burgundy,bamboo,right,small,69.6,1232,0.36,0.640,train
sock-01985,tiny-stars,charcoal,wool,ambiguous,medium,71.5,1255,0.65,0.450,train
sock-01986,ribbed,teal,cotton,left,large,24.4,1278,0.94,0.830,train
sock-01987,heather,white,modal,right,xl,26.3,1301,0.23,0.700,train
sock-01988,chevron,coral,linen,ambiguous,small,28.2,1324,0.52,0.710,train
sock-01989,argyle,lavender,polyblend,left,medium,30.1,1347,0.81,0.600,train
sock-01990,plain,navy,bamboo,right,large,32.0,1370,0.10,0.810,train
sock-01991,dots,yellow,wool,ambiguous,xl,33.9,1393,0.39,0.460,train
sock-01992,stripes,black,cotton,left,small,35.8,1416,0.68,0.930,train
sock-01993,tiny-stars,green,modal,right,medium,37.7,1439,0.97,0.780,train
sock-01994,ribbed,burgundy,linen,ambiguous,large,39.6,1462,0.26,0.720,train
sock-01995,heather,charcoal,polyblend,left,xl,41.5,1485,0.55,0.660,train
sock-01996,chevron,teal,bamboo,right,small,43.4,608,0.84,0.660,train
sock-01997,argyle,white,wool,ambiguous,medium,45.3,631,0.13,0.350,train
sock-01998,plain,coral,cotton,left,large,47.2,654,0.42,0.550,train
sock-01999,dots,lavender,modal,right,xl,49.1,677,0.71,0.790,train
sock-02000,stripes,navy,linen,ambiguous,small,51.0,700,0.00,0.820,train
sock-02001,tiny-stars,yellow,polyblend,left,medium,52.9,723,0.29,0.670,train
sock-02002,ribbed,black,bamboo,right,large,54.8,746,0.58,0.760,train
sock-02003,heather,green,wool,ambiguous,xl,56.7,769,0.87,0.480,train
sock-02004,chevron,burgundy,cotton,left,small,58.6,792,0.16,0.490,train
sock-02005,argyle,charcoal,modal,right,medium,60.5,815,0.45,0.750,train
sock-02006,plain,teal,linen,ambiguous,large,62.4,838,0.74,0.810,train
sock-02007,dots,white,polyblend,left,xl,64.3,861,0.03,0.610,train
sock-02008,stripes,coral,bamboo,right,small,66.2,884,0.32,0.680,train
sock-02009,tiny-stars,lavender,wool,ambiguous,medium,68.1,907,0.61,0.490,train
sock-02010,ribbed,navy,cotton,left,large,70.0,930,0.90,0.590,train
sock-02011,heather,yellow,modal,right,xl,71.9,953,0.19,0.810,train
sock-02012,chevron,black,linen,ambiguous,small,24.8,976,0.48,0.840,train
sock-02013,argyle,green,polyblend,left,medium,26.7,999,0.77,0.640,train
sock-02014,plain,burgundy,bamboo,right,large,28.6,1022,0.06,0.760,train
sock-02015,dots,charcoal,wool,ambiguous,xl,30.5,1045,0.35,0.500,train
sock-02016,stripes,teal,cotton,left,small,32.4,1068,0.64,0.510,train
sock-02017,tiny-stars,white,modal,right,medium,34.3,1091,0.93,0.750,train
sock-02018,ribbed,coral,linen,ambiguous,large,36.2,1114,0.22,0.760,train
sock-02019,heather,lavender,polyblend,left,xl,38.1,1137,0.51,0.700,train
sock-02020,chevron,navy,bamboo,right,small,40.0,1160,0.80,0.790,train
sock-02021,argyle,yellow,wool,ambiguous,medium,41.9,1183,0.09,0.460,train
sock-02022,plain,black,cotton,left,large,43.8,1206,0.38,0.680,train
sock-02023,dots,green,modal,right,xl,45.7,1229,0.67,0.830,train
sock-02024,stripes,burgundy,linen,ambiguous,small,47.6,1252,0.96,0.770,train
sock-02025,tiny-stars,charcoal,polyblend,left,medium,49.5,1275,0.25,0.710,train
sock-02026,ribbed,teal,bamboo,right,large,51.4,1298,0.54,0.710,train
sock-02027,heather,white,wool,ambiguous,xl,53.3,1321,0.83,0.450,train
sock-02028,chevron,coral,cotton,left,small,55.2,1344,0.12,0.530,train
sock-02029,argyle,lavender,modal,right,medium,57.1,1367,0.41,0.790,train
sock-02030,plain,navy,linen,ambiguous,large,59.0,1390,0.70,0.940,train
sock-02031,dots,yellow,polyblend,left,xl,60.9,1413,0.99,0.720,train
sock-02032,stripes,black,bamboo,right,small,62.8,1436,0.28,0.810,train
sock-02033,tiny-stars,green,wool,ambiguous,medium,64.7,1459,0.57,0.530,train
sock-02034,ribbed,burgundy,cotton,left,large,66.6,1482,0.86,0.540,train
sock-02035,heather,charcoal,modal,right,xl,68.5,605,0.15,0.480,train
sock-02036,chevron,teal,linen,ambiguous,small,70.4,628,0.44,0.790,train
sock-02037,argyle,white,polyblend,left,medium,72.3,651,0.73,0.610,train
sock-02038,plain,coral,bamboo,right,large,25.2,674,0.02,0.800,train
sock-02039,dots,lavender,wool,ambiguous,xl,27.1,697,0.31,0.540,train
sock-02040,stripes,navy,cotton,left,small,29.0,720,0.60,0.640,train
sock-02041,tiny-stars,yellow,modal,right,medium,30.9,743,0.89,0.490,train
sock-02042,ribbed,black,linen,ambiguous,large,32.8,766,0.18,0.890,train
sock-02043,heather,green,polyblend,left,xl,34.7,789,0.47,0.740,train
sock-02044,chevron,burgundy,bamboo,right,small,36.6,812,0.76,0.740,train
sock-02045,argyle,charcoal,wool,ambiguous,medium,38.5,835,0.05,0.500,train
sock-02046,plain,teal,cotton,left,large,40.4,858,0.34,0.630,train
sock-02047,dots,white,modal,right,xl,42.3,881,0.63,0.430,train
sock-02048,stripes,coral,linen,ambiguous,small,44.2,904,0.92,0.810,train
sock-02049,tiny-stars,lavender,polyblend,left,medium,46.1,927,0.21,0.750,train
sock-02050,ribbed,navy,bamboo,right,large,48.0,950,0.50,0.840,train
sock-02051,heather,yellow,wool,ambiguous,xl,49.9,973,0.79,0.560,train
sock-02052,chevron,black,cotton,left,small,51.8,996,0.08,0.660,train
sock-02053,argyle,green,modal,right,medium,53.7,1019,0.37,0.460,train
sock-02054,plain,burgundy,linen,ambiguous,large,55.6,1042,0.66,0.890,train
sock-02055,dots,charcoal,polyblend,left,xl,57.5,1065,0.95,0.760,train
sock-02056,stripes,teal,bamboo,right,small,59.4,1088,0.24,0.760,train
sock-02057,tiny-stars,white,wool,ambiguous,medium,61.3,1111,0.53,0.500,train
sock-02058,ribbed,coral,cotton,left,large,63.2,1134,0.82,0.580,train
sock-02059,heather,lavender,modal,right,xl,65.1,1157,0.11,0.520,train
sock-02060,chevron,navy,linen,ambiguous,small,67.0,1180,0.40,0.920,train
sock-02061,argyle,yellow,polyblend,left,medium,68.9,1203,0.69,0.720,train
sock-02062,plain,black,bamboo,right,large,70.8,1226,0.98,0.930,train
sock-02063,dots,green,wool,ambiguous,xl,72.7,1249,0.27,0.580,train
